idnum,province,replicat,sample,over,areacode,intdate,intnum,attempts,refusals,contacts,answers,intime,result,rn1,rn2,rn3,rn4,rn5,rn6,rn7,rn8,rn9,rn10,rn11,rn12,rn13,rn14,rsex,nadults,a1,a2,a2a,a2b,a3,a4,a4a,a4b,a6,a6a,a6b,a7,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,c1,c1ab,c2,c2ab,c3,c4,d1a,d1b,d1c,d1d,d1da,d1e,d1ea,d1f,d1fa,d2a,d2b,d2c,d2d,d2e,d2f,d2g,d2h,d2i,d3a,d3b,d3c,d3d,d3e,d3f,d3g,d3h,d4a,d4b,d4c,d4d,d4e,d4f,d4g,d4h,d5a,d5b,d5c,d5d,d5e,d5f,d5g,d5h,d6a,d6b,d6c,d7a,d7b,d7c,d8a,d8b,d8c,d9,d9a,d10a,d10b,d10c,d10d,d10e,d10f,d10g,d11a,d11b,d11c,d11d,d12,d13,d14,d15,e1,e1a,e1b,e2,e2a,e2b,f1a,f1b,f1c,f2a,f2b,f2c,f3,g1,g1ab,g2,g3,g3ab,h1a,h1b,h1c,h1d,h1e,h1f,h1g,h2a,h2b,h2c,h2d,h2e,h2f,h2g,h3,h4a,h4b,h4c,h4d,h4e,h4f,h4g,h5,h5a,i1,i2,i3,i4,j1,j1ab,j2,j2a,j2b,j3,j3a,j3b,j4,k1,k1a,k1b,k1c,k2,k2a,k2b,k2c,l2,l2a1,l2a2,l2a3,l2b1,l2b2,l3,l4a,l4b,l4c,l4d,l5,l6a,l6b,l7,l8,l9,l10,l11,l12,l12a,l13,l14,m1,m2,n1,n2,n3,n4,n5,n6,n7,n8,n8a,n9,n10,n11,n11a,n12,n13,n14,n15,n16,n17,n18,n19,n20,intlang,interest,length,a5a,a5b,a5c,a5d,l1a,l1b,l1c,l1d,xprov,xreplic,xsample,xover,xareacod,xintdate,xintnum,xattempt,xrefusal,xcontact,xanswer,xintime,xresult,xrn1,xrn2,xrn3,xrn4,xrn5,xrn6,xrn7,xrn8,xrn9,xrn10,xrn11,xrn12,xrn13,xrn14,xrsex,xa1,xa2,xa3,xa5a,xa5b,xa6a,xa6b,xa7a,xa7b,xa8a,xa8b,xa9a,xa9b,xb1,xb2,xb2a,xb2b,xb3a,xb3b,xb4,xb4a,xb5,xb5a,xc1,xc2,xc2a,xc3,xc3a,xc4,xc4a,xc5,xc5a,xc5b,xc6,xc6a,xc7,xc7a,xe1a,xe1b,xe1c,xe1d,xe1e,xe1f,xe2a,xe2b,xe2c,xe2d,xe2e,xe2f,xe2g,xe2h,xe2i,xf2,xf3,xf4a,xf4b,xf5,xf6,xf7,xf8,xg1,xg1a,xg1b,xg1c,xg1d,xg2a,xg2b,xg2c,xg2d,xg3a,xg3b,xg3c,xg3d,xh1,xh2,xh3,xh4,xh5,xh6,xh7,xh8,xh9,xh10,xh11,xi1a,xi1b,xi1c,xi2a,xi2b,xi2c,xi3a,xi3b,xi3c,xj1a,xj1b,xj1c,xj2a,xj2b,xj2c,xj2d,xj3a,xj3b,xj3c,xj3d,xj4a,xj4b,xj4c,xj4d,xj5a,xj5b,xj5c,xj6a,xj6b,xj7a,xj7b,xk1,xk2,xk3,xk4,xk5,xk6,xk7,xk8,xk9,xk10,xl1a,xl1b,xl1c,xl2a,xl2b,xl2c,xl2d,xl2e,xl3,xl4,xl5,xl6,xl7,xl8a,xl9a,xl10a,xm1,xm2,xm3,xm4,xn1,xn2,xinteres,xlength,xintlang,xa4a,xa4b,xa4c,xa4d,xf1a,xf1b,xf1c,xf1d,mailid,zintlang,qa1,qa2,qa3,qa4,qa5,qa6,qa7,qa8,qa9,qa10,qa11,qa12,qa13,qb1,qb2,qb3,qb4,qb5,qb6,qb7,qb8,qb9,qb10,qb11,qb12,qb13,qb14,qb15,qb16,qb17,qc1,qc2,qc3,qc4,qc5,qc6,qc7,qc8,qc9,qc10,qc11,qc12,qc13,qc14,qc15,qc16,qc17,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qe1,qe2,qe3,qe4,qe5,qe6,qe7,qe8,qe9,qe10,qe11,qe12,qe13,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qf11,qg1,qg2,qg3,qg4,qh1,qh2,qh3,qh4,qh5,qh6,qh7,qh8,qh9,qh10,qh11,qh12,zrsex,yrbirth,comments,inpre,inpost,inmail,intype,link,blish81,pinpor81,franco,wt1,wt2,wt3,wt4,wt5,wt6,wt7
10474,8,36,8,0,403,111088,26,3,0,1,1,65,1,0,0,1,3,1,1,1,17,5,6,0,1,1,0,5,2,1,4,1,1,1,2,3,1,5,2,1,1,1,2,,7,1,1,2,1,2,,3,,5,4,1,5,1,1,2,1,2,1,1,1,2,20,75,70,60,75,80,55,95,80,2,4,5,2,2,2,4,4,1,1,1,4,1,1,2,1,1,1,2,2,1,1,2,2,5,1,2,1,1,1,1,1,2,5,,,,,,,,,,,,,256,1,1,1,1,1,,3,,,45,55,55,51,50,35,1,1,2,1,5,,2,2,4,2,2,2,2,3,3,2,5,2,3,5,3,3,2,4,1,3,2,1,1,2,1,1,,,5,5,3,,,5,,5,4,1,2,3,4,1,2,0,,5,,,,,1,1,,,,5,3,3,,1,1,5,3,5,3,5,1,3,1,1,1932,3,8,5,7,9994,,,,5,,1,1,2,1,,1,3,3,5,4,0,1,1,45,12,23,2,6,12,,,,8,36,8,0,403,120688,63,1,0,1,1,46,1,0,0,1,3,1,1,1,17,5,6,0,1,1,0,5,1,3,3,1,7,1,6,1,8,5,,1,2,5,,,,2,1,1,3,1,2,1,1,2,1,2,1,6,5,2,1,1,6,1,2,2,2,2,4,1,1,40,70,80,45,70,45,,90,85,3,5,3,,1,8,3,5,1,4,4,2,2,1,1,2,2,2,1,1,2,100,100,100,100,100,80,100,100,90,100,100,,,,1,1,1,1,1,1,1,5,,1,1,5,,1,5,5,,5,,,,1,5,1,5,,1,2,3,1,3,3,1,1,1,3,1,3,5,1,,2,1,2,2,3,1,1,1,,,5,3,5,256,1,1,1,1932,1,3,25,1,12,18,,,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,9994,18,2,0.731678151689714,1.02176403771381,,1.00118925250958,0.690055039327017,1.02176403771381,
10481,5,36,9,0,613,110988,61,3,0,1,1,27,1,0,0,1,2,0,0,1,24,3,1,3,0,2,1,1,2,4,1,8,5,1,0,,,5,8,8,4,8,,,,,8,,1,2,,3,,3,,5,5,3,3,3,8,,8,,8,,,,,30,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,2,,3,,,50,50,0,50,65,0,5,8,,8,3,4,5,8,8,8,8,8,8,3,8,8,8,2,8,8,4,8,,,,,,,5,,4,,1,3,3,,8,,,8,,,8,5,,,,1,1,2,3,8,,,,,,1,,,1,,5,,1,1,5,5,3,5,3,8,1,1,5,5,1956,1,6,5,1,3156,5,1,,1,5,7,,,1,,98,3,3,5,6,1,1,5,20,98,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,55.79,5,2,1.5588034125676,1.09449679109384,,,1.47810926023015,0.990867574289685,
10484,8,36,9,0,403,111288,11,6,0,2,2,31,1,1,2,1,0,1,1,0,22,3,5,4,0,4,1,1,2,3,7,3,3,1,6,4,4,5,8,8,4,5,,,,,5,,5,,,1,1,3,,3,1,1,1,1,8,,8,,8,,100,30,10,75,50,10,,,,1,1,2,2,1,2,1,1,4,4,4,2,2,2,4,5,5,2,2,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,236,,,,2,,,3,,,50,50,10,50,50,10,1,5,4,1,5,,3,8,8,8,8,8,8,3,8,8,8,8,8,8,2,3,8,8,8,8,8,8,5,,4,,5,,8,,8,,,8,,,2,5,,,,5,,,,5,,,,,3,5,8,,,,5,,5,5,1,5,5,5,1,,1,3,5,5,1964,1,4,5,1,8581,5,1,,5,1,7,,,1,,1,3,3,5,3,1,1,3,98,98,,,,98,,,,8,36,9,0,403,112488,77,1,0,1,1,21,1,1,2,1,0,1,1,0,22,3,5,4,0,4,1,1,2,3,4,1,98,1,98,1,98,5,,5,,1,1,1,3,,,1,8,1,2,5,5,,5,,1,98,5,1,2,5,,,,1,3,3,3,4,4,90,20,50,90,20,50,75,,,1,5,,5,1,1,1,5,1,2,1,1,2,5,5,5,5,4,4,4,4,90,50,50,90,50,30,70,80,50,70,70,2,2,2,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,3,3,1,3,1,1,3,1,3,,2,8,8,8,2,1,4,,1,2,1,5,3,236,1,5,1,1964,1,1,10,1,12,,,,12,,,,196,1,8,8,8,2,2,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,1,2,8,8,8,8,8,8,3,8,8,8,8,8,2,1,8,8,8,8,2,8,8,8,8,8,8,8,8,1,8,3,8,8,8,2,1,3,1,8,2,2,8,8,2,8,8,8,8,1,1,8,2,3,3,1,2,2,1,1,2,1,1,1,3,1,1964,,1,1,1,3,4,39.19,10,2,0.731678151689714,1.02176403771381,,1.00118925250958,0.690055039327017,1.02176403771381,
10487,4,36,10,0,418,111088,49,3,0,2,3,29,1,0,1,0,2,0,1,1,11,5,2,5,0,1,1,5,2,3,2,1,4,1,2,18,5,5,8,8,3,8,,,,,1,3,1,5,2,1,2,3,,3,3,3,3,4,1,3,1,4,1,3,,,,45,45,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,5,5,2,,,3,,,60,30,50,45,40,15,1,3,,3,5,,1,8,8,8,8,8,8,0,,,,,,,3,3,4,3,5,3,4,5,5,,4,,5,,3,,3,,,8,,,2,5,,,,5,,,,5,,,,8,,1,,,9,,5,,3,8,1,1,8,1,8,,5,5,5,5,1947,1,5,1,1,4111,5,3,3,1,1,2,,4,1,,8,1,1,5,5,3,2,3,25,12,,,,98,,,,4,36,10,0,418,11489,49,8,0,3,6,32,1,0,1,0,2,0,1,1,11,5,2,5,0,1,1,5,4,4,4,1,7,1,7,8,,8,,1,98,1,3,5,5,,,1,2,1,2,5,5,,5,,1,7,5,8,8,5,,,,3,3,3,3,3,3,47,45,52,60,40,60,50,40,70,1,8,,3,1,8,5,5,1,2,4,4,4,4,4,4,4,2,2,2,2,70,80,49,50,45,50,999,75,60,75,60,4,2,4,5,2,2,2,2,2,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,3,1,5,3,3,1,3,3,1,1,8,,8,8,3,3,8,4,1,4,,5,,3,5,3,70,1,5,5,1947,1,5,20,2,12,,,,12,,,,3583,2,1,1,8,2,2,8,2,2,2,1,2,1,2,3,3,2,3,3,3,3,3,3,3,2,4,3,3,3,3,2,1,1,2,8,2,1,2,2,1,2,8,2,8,2,2,2,2,8,1,1,8,2,8,8,8,2,1,1,1,1,3,2,3,2,2,2,1,1,8,8,1,1,1,2,2,8,1,1,1,2,2,3,1,1,9,2,11,6,12,3,4,5,10,8,7,5,1947,,1,1,1,3,4,41.82,9,1,1.13515303649906,0.98905246289822,,,1.09343006089839,0.956521697560038,
10488,4,36,10,0,514,111088,37,2,0,2,2,23,1,1,1,0,3,1,0,0,11,5,1,3,0,2,0,1,4,9,7,5,3,1,7,14,4,5,8,8,3,1,1,,7,5,5,,5,,1,3,,1,2,3,1,1,1,1,1,3,1,4,1,4,70,50,50,70,40,30,,,,2,4,4,2,2,4,1,4,5,5,5,4,4,4,1,4,5,5,4,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,53,1,5,5,1,2,,3,,,100,0,0,80,50,40,1,3,,3,5,,1,1,1,3,2,2,3,3,8,5,1,5,4,1,3,3,8,8,8,8,8,8,5,,2,3,,,3,,3,,,8,,,4,5,,,,5,,,,5,,,,1,,5,,,,1,5,5,,1,1,5,5,5,1,,1,5,1,5,1969,5,6,5,6,8711,5,1,,5,5,2,,2,1,,98,1,1,1,4,0,2,3,15,12,,,,12,,,,4,36,10,0,514,112888,55,2,0,2,2,21,1,1,1,0,3,1,0,0,11,5,1,3,0,2,0,1,3,3,3,1,1,1,1,1,1,1,1,8,,1,1,1,2,,,1,2,1,2,1,5,,5,,5,,5,2,1,5,,,,1,2,3,1,3,3,80,50,50,80,50,40,90,10,10,1,1,3,,1,1,5,5,1,2,2,1,1,2,4,4,2,2,2,4,4,70,100,50,100,100,50,70,100,100,100,50,1,1,1,4,4,4,4,4,4,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,1,1,1,1,1,1,1,1,3,,1,3,3,2,2,1,2,3,,,3,3,5,53,1,5,5,1969,1,1,15,2,12,,,,12,,,,3193,2,3,1,2,2,2,1,1,2,2,2,3,2,2,4,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,8,1,1,1,1,2,1,,2,2,2,2,1,8,2,3,2,2,2,1,2,2,2,2,1,1,1,1,1,8,1,2,2,2,2,1,5,12,10,11,1,9,8,4,6,2,7,3,1,1969,,1,1,1,3,4,35.29,13,1,2.27030607299807,1.97810492579642,,,2.18686012179678,1.91304339512005,
10489,5,36,10,0,416,110988,12,4,0,2,2,34,1,0,2,0,3,1,1,0,19,4,6,2,1,4,1,5,2,2,3,3,2,1,1,23,4,1,2,3,2,1,9,2,1,,1,1,1,2,,1,2,1,2,5,1,1,1,1,1,4,1,1,1,3,0,75,50,0,75,30,,80,,1,5,2,4,1,5,5,5,1,2,2,2,1,2,4,4,2,4,4,1,2,1,4,2,,,,1,1,1,,,,5,,,,,,,,,,,,,184,1,1,5,2,,,5,,4,40,80,50,60,50,30,1,5,4,8,3,4,2,2,2,2,2,2,2,3,3,1,4,1,3,4,4,3,3,2,4,1,2,3,5,,4,,5,,5,5,3,,,3,,,5,1,2,0,,1,3,0,,5,,,,3,,1,,,,5,1,,1,5,1,5,5,5,3,5,1,5,1,5,1960,1,5,1,7,2731,5,3,3,1,5,2,,7,1,,18,3,3,5,6,2,1,1,25,12,26,,,12,,,,5,36,10,0,416,122088,24,2,0,1,1,23,1,0,2,0,3,1,1,0,19,4,6,2,1,4,1,5,1,1,4,8,,5,,5,,5,,5,,1,2,1,1,,,2,1,1,2,1,5,,1,7,1,7,1,2,3,5,,,,1,1,1,3,1,2,10,75,40,40,60,30,5,90,50,1,5,,1,1,5,5,5,1,1,5,1,4,1,2,4,2,1,2,1,1,100,90,90,90,90,80,90,95,50,90,80,4,1,2,1,1,1,2,1,2,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,1,1,1,1,1,3,3,5,1,,4,3,2,3,2,8,4,,1,1,1,1,1,184,5,1,1,1960,1,3,20,1,12,,,,12,,,,1538,1,2,1,2,2,1,1,1,1,1,1,2,3,2,4,3,4,4,3,3,1,2,8,2,4,2,3,3,2,3,1,1,1,2,1,2,1,2,3,3,2,3,2,2,2,2,1,1,2,2,1,2,1,2,1,2,3,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,3,2,1,1,1,2,2,1,2,1,2,5,1960,,1,1,1,3,4,63.64,2,2,1.5588034125676,1.09449679109384,,,1.47810926023015,0.990867574289685,
10491,5,36,10,0,705,110988,20,1,0,1,1,44,1,0,1,0,0,0,1,1,19,3,2,4,1,4,0,5,2,1,5,3,2,1,7,0,2,1,2,8,2,1,2,,1,1,1,1,1,1,,1,2,3,,3,1,1,1,1,1,1,1,3,1,3,35,20,45,25,40,25,50,,,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,,,,,,,1,1,5,1,1,1,1,5,1,5,1,1,3,108,1,1,1,1,2,,3,,,50,40,10,35,55,20,1,1,2,3,1,2,3,2,2,4,2,3,4,4,4,1,4,1,4,4,0,4,4,3,4,4,4,4,5,,4,,1,2,1,2,3,,,1,1,,2,1,3,0,,1,1,2,3,5,,,,3,,1,1,,,,5,1,,5,5,1,5,5,1,,1,5,1,5,1952,1,5,5,7,2165,5,1,,1,5,1,4,7,1,,2,3,3,5,5,4,1,1,30,12,,,,12,,,,5,36,10,0,705,112588,23,2,0,1,2,29,1,0,1,0,0,0,1,1,19,3,2,4,1,4,0,5,2,2,2,1,7,5,,5,,5,,5,,1,3,5,5,,,1,2,2,1,1,5,,1,3,1,7,1,2,3,5,,,,2,2,2,1,2,2,35,35,55,20,40,20,30,40,20,1,5,1,,5,5,3,5,1,1,2,2,2,2,2,4,2,2,2,2,2,60,70,80,75,50,50,40,80,10,40,40,2,1,1,2,1,1,4,1,1,5,5,,5,,,,5,,,,5,,,,1,5,1,5,,5,,3,3,3,1,3,3,5,3,5,5,5,1,,3,1,2,3,2,5,4,,1,2,1,1,1,180,1,1,1,1952,1,1,25,1,12,,,,12,,,,197,1,2,2,2,2,1,3,2,1,1,1,1,2,1,2,2,4,4,4,1,2,2,2,3,3,3,1,3,4,4,2,1,1,2,1,3,3,3,1,2,2,3,2,2,1,3,1,1,1,2,1,1,1,1,2,2,1,3,3,2,1,1,1,3,1,2,3,1,8,2,2,2,1,1,2,2,2,1,2,1,2,1,3,2,8,9,7,10,6,5,4,1,3,11,2,12,5,1952,,1,1,1,3,4,56.57,5,2,1.5588034125676,1.09449679109384,,,1.47810926023015,0.990867574289685,
10492,6,36,10,0,204,110988,75,2,0,2,2,42,1,1,0,1,1,0,1,0,33,3,4,3,0,2,1,5,1,2,7,1,2,8,0,,,1,2,1,2,8,,,,,1,1,1,1,,3,,3,,3,3,2,2,2,1,3,1,2,8,,70,50,60,70,60,60,,75,,2,2,2,2,2,1,2,2,5,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1,,,,1,2,1,,,,8,,,,,,,,,,,,,219,5,1,,2,,,3,,,50,50,30,50,50,30,1,3,,3,5,,5,8,8,8,8,8,8,3,3,3,3,3,4,3,0,3,8,8,8,3,3,3,5,,2,5,,,8,,1,5,,5,,5,8,5,,,,1,1,2,0,5,,,,,1,8,,8,,,5,,1,8,1,5,8,5,1,,8,8,1,5,1913,4,8,5,5,6130,1,,,5,,1,8,0,1,,18,5,3,5,98,0,1,3,20,12,,,,12,,,,6,36,10,0,204,112388,74,1,0,1,1,43,1,1,0,1,1,0,1,0,33,3,4,3,0,2,1,5,1,2,5,1,7,1,98,5,,1,98,1,98,1,1,5,5,,,2,1,1,2,1,5,,1,2,1,7,1,2,8,1,98,5,,1,1,1,9,1,3,70,40,80,85,50,75,,65,40,8,8,,1,8,8,1,8,1,2,2,2,2,4,4,4,4,1,1,2,2,75,75,80,80,75,40,65,80,40,75,75,,,,2,1,1,5,2,4,5,5,,5,,,,1,1,5,,5,,,,5,,,5,,5,,3,3,3,3,3,3,3,3,3,3,1,3,,2,3,4,8,2,1,2,3,,,3,1,5,998,1,1,5,1913,1,1,20,1,12,24,13,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,31.36,7,2,0.426773232736609,0.534328580572917,,0.583973667777166,0.402495303733857,0.534328580572917,
10502,6,36,11,0,204,110988,71,4,0,1,3,27,1,1,2,0,3,1,0,0,1,5,10,1,1,2,0,1,3,1,3,8,2,1,7,28,2,5,2,3,2,1,1,,4,,1,1,1,1,,1,2,1,2,1,1,1,2,2,1,2,1,3,1,3,75,40,30,90,40,30,80,,,1,2,1,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,,,,,,,5,,,,,,,,,,,,,218,1,5,5,2,,,3,,,7,50,0,60,45,0,1,1,2,8,1,2,3,8,8,8,2,8,8,1,5,1,4,1,5,5,3,4,2,3,1,3,1,1,1,5,2,1,,,1,2,3,,,1,1,,8,5,,,,5,,,,1,,,3,,,1,,,,1,5,5,,1,1,5,1,1,3,8,8,5,1,1,1942,1,9,5,1,1171,1,,,5,5,1,2,9,1,,3,3,3,5,99,1,1,3,15,12,,,,12,,,,6,36,11,0,204,120588,66,3,0,1,3,29,1,1,2,0,3,1,0,0,1,5,10,1,1,2,0,1,1,3,3,1,7,1,6,5,,1,6,5,,1,1,1,1,,,1,2,1,2,1,1,1,5,,1,7,5,2,3,1,1,1,1,1,1,1,1,3,3,75,40,30,80,30,0,75,25,0,1,1,3,,5,1,5,5,1,1,2,1,2,2,2,5,2,2,2,5,5,75,75,75,75,60,25,40,75,60,60,60,1,1,1,5,2,2,5,4,5,5,5,,5,,,,1,1,5,,1,5,5,,5,,,5,,1,1,3,3,3,1,3,3,5,3,3,3,1,1,,2,3,3,8,3,1,2,1,,,3,1,1,218,1,1,5,1942,1,3,10,1,12,,,,12,,,,907,1,3,2,3,1,1,1,1,1,1,2,2,1,1,3,1,2,2,2,2,2,1,2,2,2,2,3,3,4,4,4,3,1,2,1,2,1,2,1,1,1,1,2,3,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,3,2,2,1,2,3,1,1,2,2,2,8,1,8,2,1,2,1,8,1,1,2,2,7,12,10,11,4,6,2,5,1,8,3,9,1,1942,,1,1,1,3,4,59.44,2,2,1.28031969820983,1.60298574171874,,1.7519210033315,1.2074859112016,1.60298574171874,
10503,8,36,11,0,403,110988,65,2,0,1,2,30,1,0,2,0,2,0,0,0,35,5,2,0,1,0,0,1,2,2,5,3,2,1,7,2,2,1,2,3,2,1,1,,4,,5,,5,,,1,1,3,,3,1,1,1,2,1,3,1,4,1,4,60,30,20,60,40,20,,,,2,2,1,2,2,2,2,2,2,2,1,2,4,2,5,2,2,4,4,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,237,1,5,5,2,,,3,,,70,40,30,65,60,30,1,1,2,8,1,2,4,2,4,8,4,2,8,2,5,1,4,1,5,5,4,2,1,3,2,3,2,2,5,,2,3,,,1,2,3,,,3,,,2,5,,,,1,3,0,,1,,,3,,,1,,,1,,1,5,,1,1,5,5,5,1,,5,1,1,5,1966,5,8,5,1,6121,5,1,,1,5,1,2,2,1,,9,3,3,5,6,0,1,3,25,12,18,24,,12,,,,8,36,11,0,403,10989,41,6,0,4,5,26,1,0,2,0,2,0,0,0,35,5,2,0,1,0,0,1,2,2,2,1,7,1,7,8,,5,,8,,1,1,1,3,,,1,2,1,2,1,5,,1,5,1,7,1,2,3,5,,,,1,1,2,3,3,2,60,20,30,70,35,30,60,50,45,1,1,5,,1,1,3,5,1,2,2,2,2,4,5,4,4,2,2,4,4,60,50,70,95,40,5,45,70,30,70,60,2,2,2,8,8,8,2,5,2,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,5,3,3,3,3,3,5,3,3,3,1,1,,2,3,4,3,4,1,2,5,,,3,1,5,237,1,5,1,1966,1,3,20,1,12,18,20,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,25.56,13,2,0.731678151689714,1.02176403771381,,1.00118925250958,0.690055039327017,1.02176403771381,
10507,4,36,12,0,418,110988,50,2,0,2,2,38,1,0,1,1,3,0,0,0,27,2,10,5,0,3,1,1,2,2,2,3,2,8,7,12,1,1,2,1,2,1,1,,2,5,1,1,1,5,2,1,2,3,,1,1,1,2,3,1,2,1,3,8,,80,40,,75,45,70,85,,,1,2,2,4,1,2,1,4,1,2,4,8,1,4,4,4,,,,,,,,,2,1,1,,,,,,,1,1,5,1,1,1,1,1,,5,1,1,1,60,1,1,,2,,,1,2,,75,25,0,55,45,0,1,1,2,8,1,2,3,8,8,8,8,8,8,2,4,1,4,1,4,4,2,4,8,8,8,3,8,2,5,,4,,5,,3,,1,1,,3,,,4,1,8,,,5,,,,1,,3,,,,1,,,,1,1,,3,1,1,5,1,1,3,5,8,3,1,5,1951,1,6,5,1,5170,5,5,1,1,5,2,,4,1,,8,1,1,1,5,2,2,3,20,12,28,18,2,12,,,,4,36,12,0,418,11089,49,9,0,2,5,34,1,0,1,1,3,0,0,0,27,2,10,5,0,3,1,1,2,2,2,1,7,1,7,1,3,5,,8,,1,1,3,4,,,1,2,1,2,1,5,,5,,1,1,1,8,3,5,,,,1,1,2,1,3,4,70,30,60,70,40,60,80,998,,1,3,,3,1,1,5,5,1,1,1,2,1,2,2,5,2,2,1,2,2,20,80,70,100,60,80,80,70,40,80,60,4,1,1,4,8,2,,,,1,5,,5,,,,5,,,,5,,,,5,,,5,,5,,1,1,3,1,3,1,5,3,3,3,1,3,,2,4,4,2,2,1,4,,5,,3,1,3,60,1,1,5,1951,1,1,20,2,12,26,,,12,,,,3584,2,1,2,2,2,1,1,1,1,3,3,1,1,1,3,3,3,3,2,3,3,4,2,3,3,1,3,4,4,4,2,2,3,3,1,3,3,2,3,2,2,2,2,2,3,2,1,1,2,2,1,8,1,1,8,2,3,8,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,1,1,10,11,7,5,12,3,2,4,8,6,9,1,1951,,1,1,1,3,4,56.44,7,1,1.13515303649906,0.98905246289822,,,1.09343006089839,0.956521697560038,
10512,6,36,12,0,204,110988,75,1,0,1,1,27,1,1,0,1,3,0,2,1,32,5,11,4,1,3,0,5,1,2,4,5,4,1,2,0,4,5,2,1,3,1,2,,3,5,5,,5,,,5,4,3,,3,5,3,3,3,8,,8,,1,4,,,,50,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,5,3,,4,3,,,70,60,80,50,70,50,5,5,4,3,5,,0,,,,,,,3,2,1,3,1,2,3,0,4,8,8,8,4,8,8,5,,2,3,,,3,,5,,8,3,,,2,1,3,0,,1,3,0,,8,,,,,,8,,,,3,5,3,,1,1,5,5,5,1,,1,3,5,5,1966,5,5,5,1,4130,5,5,1,5,5,2,,5,1,,1,3,3,5,2,0,1,3,30,12,,,,98,,,,6,36,12,0,204,10789,71,10,0,4,5,19,1,1,0,1,3,0,2,1,32,5,11,4,1,3,0,5,2,3,4,1,1,8,,1,98,8,,8,,5,,,,8,,2,1,1,2,1,5,,5,,1,2,1,1,3,5,,,,3,3,3,4,4,4,60,50,30,60,50,30,,,,8,8,5,,1,5,3,5,1,2,2,2,2,2,2,2,2,5,5,5,2,70,70,70,70,50,60,60,70,50,60,70,,,,,,,,,,5,5,,5,,,,5,,,,5,,,,5,,,5,,5,,3,1,3,3,3,1,1,1,1,3,8,,8,8,8,8,8,8,8,2,5,,,3,3,3,215,5,1,5,1966,1,3,15,1,12,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,45.39,7,2,0.426773232736609,0.534328580572917,,0.583973667777166,0.402495303733857,0.534328580572917,
